Komentar,text_clean,Label_Teks,Label_Angka
"yang penting saldo jg suka kepotong 2 kali aja ya. pls bgt inimahh. padahal aku selalu tap in tap out, tp KEPOTONG 2 KALI mulu:((",penting uang jg suka potong kali ya pls inimahh padahal selalu tempel in tempel out tapi potong kali mulu,Negatif,-1
penuh kurang armada,penuh kurang armada,Negatif,-1
Peras terusss rakyat nyaaa 😂,peras terus rakyat,Negatif,-1
Perbaikin dulu Potongan TAP OUT TAP IN Lo dulu baru naikin bjir,perbaikin dulu potong tempel out tempel in kamu dulu baru naikin bjir,Negatif,-1
perbaikin sistem yang tap out sm tap in non brt >< brt,perbaikin sistem tempel out sm tempel in non brt brt,Negatif,-1
percm aja naik kl busnya yg lama TDK diganti sparepartnya yg udh rusak,percm naik kalau bus lama tdk ganti sparepartnya sudah rusak,Negatif,-1
percuma kalo naikin harga tapi suka eror mesin yg buat pembayaran. saya sering bgt dari Bogor ke blok M gara2 mesin pembayaran nya eror terus saya engga bayar deh. coba diperhatikan hal kecil itu. maintenance berkala mesin pembayaran nya. itu pengalaman saya sih.,percuma kalau naikin harga tapi suka eror mesin buat bayar sering dari bogor blok m gara mesin bayar eror terus engga bayar coba perhati kecil maintenance kala mesin bayar itu alam sih,Negatif,-1
periksa kepala dishublah,periksa kepala dishublah,Negatif,-1
"pemerintah ajakan pake trasportasi umum,kya gini mah mnding pke kndaraan sendiri,",perintah aja pake trasportasi umum kya gin mnding pke kndaraan sendiri,Negatif,-1
"pemerintah g pikir rakyat yg gaji di bawa umur,mereka pikir yg ASN Pagai negri aja",perintah g pikir rakyat gaji bawa umur pikir asn pagai negri,Negatif,-1
"pemerintah ""biar gampang aja lah ngitungnya... gocengkann saja"" 😂",perintah gampang lah ngitungnya gocengkann,Negatif,-1
pemerintah makin lama makin ngeselin ntar pada milih naik kendaraan pribadi ngeluh macett,perintah makin lama makin ngeselin ntar milih naik kendara pribadi ngeluh macett,Negatif,-1
PEMERINTAH SGT bodoh kalau nyasar TJ naik harga. hellow mereka yg kaya jadi tambah kaya yg miskin JD tambah miskin di Indonesia ini,perintah sgt bodoh kalau nyasar transjakarta naik harga hellow kaya jadi tambah kaya yang miskin tambah miskin indonesia,Negatif,-1
"Dipikir orang naik tj 1 x doang sehari apa ya? Ada lagi yg nyambujg krl,mrt,ojol…makin boros dong biaya transport😞",pikir orang naik transjakarta x doang hari apa ada yang nyambujg krl mrt ojol makin boros biaya transport,Negatif,-1
pilih aja ok gas gas step demi step harga akan gasss🤣🤣🤣🤣,pilih ok gas gas step step harga gas,Negatif,-1
dipilih rakyat tp menyusahkan rakyat,pilih rakyat tapi susah rakyat,Negatif,-1
Pilling pelayanan juga masih kurang 😂😂😂 minta naekk 10-29 0 Reply,pilling layan masih kurang minta naekk,Negatif,-1
pindah lagi bawa motor😂😂😂 biar makin macet jakarta😂😂😂,pindah bawa motor makin macet jakarta,Negatif,-1
piscesswaa UMR nya naikin jg lah pak 10-27 0 Reply,piscesswaa umr naikin jg lah reply,Negatif,-1
pit jadi yg kemaren gratis gratis maksudnya ini🥺 10-29 0 Reply,pit jadi kemaren gratis gratis maksud reply,Negatif,-1
"pixiegut nah itu tau 3500 gak nutup operasional karna inflasi makanya naik sampe 43%, apakabar itu gaji2 umr yg tiap tahun naiknya cm 200-400? kenaikannya gak sampa 10% loh itu 10-27 1 Reply",pixiegut nah tau nutup operasional inflasi makanya naik sampe apakabar gaji umr tiap tahun naik cm naik sampa itu,Negatif,-1
"please jujur sedih karena menurut gw ideal 3.5k di jkt yang semuanya mahal (suara pengguna tj, semenjak kartu tiket warna oren dengan bis oren tj yang ada burung elang nya itu)😣✌🏻",please jujur sedih turut ideal k jkt semua mahal suara guna transjakarta semenjak kartu tiket warna oren bis oren transjakarta ada burung elang itu,Negatif,-1
pak plis benerin dulu yang non brt biar ga kepotong 2x😭💔,plis benerin dulu non brt tidak potong x,Negatif,-1
Plis turunin tarif lrt di peak hour🙃,plis turunin tarif lrt peak hour,Negatif,-1
plislahhh setiap hari tj tuh ada 1jt penumpang lebih knapa duit kurang? mau ambil keuntungan apalagi kalian dari kami?,plislah hari transjakarta ada jt tumpang lebih knapa duit kurang mau ambil untung kalian kami,Negatif,-1
pliss buat pelajar jgn naik 😭,pliss buat ajar naik,Negatif,-1
pliss jangan aku baru jadi user tj😭,pliss jangan baru jadi user transjakarta,Negatif,-1
"plisss benerin dulu sistem nbrt ke brt kepotong 2x yaAllah, 3500 aja merasa boncoss apalagi ini kalo naik 😭😭😭😭",plis benerin dulu sistem nbrt brt potong x yaallah rasa boncoss ini kalau naik,Negatif,-1
plisss jangan di naikin :(,plis jangan naikin,Negatif,-1
plisss jangan dong !!! naikin juga gajiii donggg !!!! ah elah,plis jangan naikin gaji ah elah,Negatif,-1
"pls jangan, ak masih sekolah mana dari halte lebak bulus ke kedoya habis itu balik lagi.. bisa' ngabisin duit ortu :(",pls jangan ak sekolah mana halte lebak bulus kedoya habis balik bisa ngabisin duit orang tua,Negatif,-1
pls lah kesian buat yg pelajar kek gua anjr 😭,pls lah kesi buat ajar saya anjr,Negatif,-1
pls naik 1500 jga berpengaruh bgt buat gw mahasiswa yg ga punya duit😭,pls naik jga pengaruh buat mahasiswa tidak punya duit,Negatif,-1
pokirin sdm pekerja kecil pak dan buat loker tuk yg blom b3krja jgn tarif TJ dinikan bikin sisah yg tdk lpunya juga mikir2 kl mau beli saldo ckp tdk uang ya,pokirin sdm kerja kecil dan buat loker tuk blom bkrja tarif transjakarta dini sisah tdk lpunya mikir kalau mau beli uang ckp tdk uang,Negatif,-1
poppy 🐢 matilah kita 😭 10-28 0 Reply,poppy mati reply,Negatif,-1
pp biasanya 7rb jadi 14rb alamak 🫠🥲,pulang pergi biasa rb jadi rb alamak,Negatif,-1
"PP naik Tj 14.000, karena tap in tap out kena tarif 😢",pulang pergi naik transjakarta tempel in tempel out kena tarif,Negatif,-1
pp 10rb blm lagi klau 2x transit angkutan..,pulang pergi rb belum klau x transit angkut,Negatif,-1
7000 pp 14rb jarak jauh deket sama nggak tuh,pulang pergi rb jarak jauh deket sama tuh,Negatif,-1
Pram pram...ntah apa kerjamu,pram pram ntah apa kerja,Negatif,-1
"Presscom Puluhan Triliunan (hampir 100T) APBD DKI masa gak sanggup ngasih pelayanan optimal? ini krn kebiasaan BUMD adalah pekerjaan sampingan para petinggi Pemprov, dia bs jd komisaris, trus mmberikan profit ke Pemprov, hadehhh, tamak kali lah kelen hai PNS Pemprov DKI. 10-25 2 Reply",presscom puluh triliun hampir apbd dki masa sanggup ngasih layan optimal karena biasa bumd kerja samping petinggi pemprov bisa komisaris trus mmberikan profit pemprov hadeh tamak kali lah kelen hai pns pemprov dki,Negatif,-1
Prett lah,prett lah,Negatif,-1
"pris sorry banget, gw menolak banget naik jadi 5rb apabila pelayanan dan kinerjanya masih buruk. gw gaminta semua duduk di dalem bus, tapi bisa ga armada banyakan jadi semua orang ga berusaha dorong2an buat masuk yang akhirnya dipepes di dalem. tiap Senin ramenya ga kira-kira mau berangkat sepagi apapun akhirnya tetep butuh 2 jam berangkat ke kantor. kenaikan boleh, tapi kenaikan tiba-tiba juga kurang wise ya, ga semua orang punya dana untuk mengakomodasi kenaikan sebesar itu. 10-26 27 Reply",pris sorry tolak naik jadi rb apabila layan kerja buruk saya gaminta semua duduk dalem bus tapi tidak armada banyak jadi semua orang tidak usaha dorong buat masuk akhir pepes dalem tiap senin ramenya tidak kira kira mau berangkat pagi apa akhir tetep butuh jam berangkat kantor naik tapi naik tiba tiba kurang wise tidak semua orang punya dana akomodasi naik besar reply,Negatif,-1
Prisca Cecillia at least benerin dulu deh tap in tap outnya supaya ga sering kepotong double kalo mau naik😭😭 10-28 1 Reply,prisca cecillia at least benerin dulu tempel in tempel outnya tidak sering potong double kalau mau naik,Negatif,-1
Programnya gagal total buat ngegaet orang2 baru buat naik TJ,program gagal total buat ngegaet orang baru buat naik transjakarta,Negatif,-1
ps gua protes bgt anjir kalo udh dinaikin jadi 5k tbtb kepotong 2x‼️minimal armadanya dibanyakin lah anjir jangan udh harga naik tp armada minim😭 10-26 771 Reply,ps protes anjing kalau dinaikin jadi k tbtb potong xminimal armada dibanyakin lah anjing jangan harga naik tapi armada minim,Negatif,-1
ptugas tj gw dh 3 kli top up.saldonya gk masuk.mana tpp up lmyn gede.50 rb.ktnya nanti di balikin smingguan.eth dh.gk bertqnggung jwb sm skali.gw dh 5 kli kek gtu.gk di ganti2 tuh.anj bngt...,ptugas transjakarta dh kli top up saldo gk masuk mana tpp up lmyn gede rb ktnya balikin smingguan eth dh gk bertqnggung jwb sm skali dh kli gtu gk di ganti anj bngt,Negatif,-1
PULANG PERGI JADI 20 RB WKWK,pulang pergi jadi rb,Negatif,-1
"Pak Pur tolong diselidik ini Pak Purrrr, apakah betul perhitungan mereka Pak Purrrr",pur selidik pak pur betul hitung pak pur,Negatif,-1
"Putri Rahmawati binggung mau komen apa, karna gue ngerasa Tj banyak kendala. Dari mulai tap in-out yang suka bermasalah, kurangnya armada di dalam bus untuk mencengah pelecehan seksual, jam operasi perjalanan bus yang lama yang membuat kita harus berdesakan dan menurut gue sih, harusnya pihak Tj dan transportasi lain melakukan survei kebeberapa halte dan tempat2 yang ramai penggunaannya dan survei penggunaan kebanyakan dari kalangan apa dengan gaji beberapa, baru kalian bisa menaikkan tarif yang relatif. Jaman yang ekonomi sedang naik dengan rata2 polusi yang mengalami PHK dan angka pengganguran lumayan tinggi. 11-2 0 Reply",putri rahmawati binggung mau komen apa gue ngerasa transjakarta banyak kendala mulai tempel in out suka masalah kurang armada dalam bus mencengah leceh seksual jam operasi jalan bus lama buat harus desa turut gue harus pihak transjakarta transportasi laku survei beberapa halte tempat ramai guna survei guna banyak kalang apa gaji beberapa baru kalian naik tarif relatif jaman ekonomi sedang naik rata polusi alami phk angka pengganguran lumayan tinggi,Negatif,-1
"""memutuskan apa yang jadi kemampuan masyarakat"".. yg sesuai kemampuan masyarakat ya 3500 pak! 😄",putus apa jadi mampu masyarakat sesuai mampu masyarakat pak,Negatif,-1
R sebenernya gapapa si naik krn dr dulu kan segitu aja harganya. tp berasa jg pengeluaran nya. gaji nya aja dinaikin jg gabisa? hehehehe 10-29 1 Reply,r sebenernya gapapa naik dr dulu segitu harga tapi asa jg keluar gaji saja dinaikin jg gabisa hehehehe,Negatif,-1
"Rafaella__li🌸 naik jadi 5000... bolak balik transit krl + mrt... sebulan 500k 😌, kalau macet terpaksa gojek motor...... bisa lebih dr itu 😭 10-26 2 Reply",rafaella li naik jadi bolak balik transit krl mrt bulan k kalau macet paksa gojek motor lebih dr reply,Negatif,-1
Rahma Waty Tapi klo naik desek2 an 😔 minimal ditambah armadanya pas malem😭 10-28 0 Reply,rahma waty tapi kalau naik desek an minimal tambah armada pas malem,Negatif,-1
"@gerindra @Gibran Rakabuming @Menteri Keuangan RI @Purbaya Yudhi Sadewa jangan di naikin pak, Tj ya. banyak yg kurang mampu untuk bayar, nanti yg ada pada lari ke kendaraan pribadi yg bikin macet JKT sekitarnya",rakabuming uang ri yudhi sadewa jangan naikin transjakarta banyak kurang mampu bayar pada lari kendara pribadi yang bikin macet jkt sekitar,Negatif,-1
RAKYAT DI CEKIK LAGI .... 😲😲😲😲😨😨😨😨😬😬😬😬😱😱😱😱,rakyat cekik,Negatif,-1
"Ini rakyat jalur TJ kayak katak dalam tempurung ya. Sibuk urusin gaji/penghasilan di bawah UMK. Daerah lain udahlah UMK rendah, transum boro² terintegrasi, memadai saja tidak. Ga usah jauh deh, Bandung tuh liat gimana. Kalian latihlah rasa cukup. Apa² di hebohin mulu, seolah² yang menderita cuma kota² itu.",rakyat jalur transjakarta kayak katak tempurung sibuk urusin gaji hasil bawah umk daerah udahlah umk rendah transportasi umum boro integrasi pada tidak tidak usah jauh bandung lihat gimana kalian latih rasa cukup apa hebohin mulu yang derita cuma kota,Negatif,-1
rakyat kecil mau protes bisa apa sii? cuma angin lewat doang kann,rakyat kecil mau protes apa sii cuma angin lewat doang kann,Negatif,-1
rakyat di suruh naik transportasi biar mengurangi macet.. giliran udh pada naik transportasi malah naik harga nya😂😂😂,rakyat suruh naik transportasi kurang macet gilir pada naik transportasi malah naik harga,Negatif,-1
"Kurangin jajan kopi, kurangin rokok, kurangin ngeluh, banyakin bersyukur aja 💪",rangin jajan kopi rangin rokok rangin ngeluh banyakin syukur,Negatif,-1
Rapi 5k kalo suka ke potong 2x 😔 10-28 0 Reply,rapi k kalau suka potong x,Negatif,-1
"kerasa bgt lagi sedihnya, tapi kalo emg udh kebijakannya sebagai pengguna tetap terima, apapun asal tj ttp ada, tapi semoga setelah ini ga naik lagi, karena 5.000 udh cukup mahal bagi kaum menengah kebawah",rasa sedih tapi kalau emg bijak guna tetap terima apa asal transjakarta ttp tapi moga ini tidak naik lagi karena cukup mahal kaum tengah bawah,Negatif,-1
😂rasain tuh gubernur pilihan anda semua pada di naik kin * PBB naik sekarang tinggal busway 😂 Rp 5.000 x berapa juta ? padahal anggaran DKI jakarta banyak bgt masa musti warga jakarta juga yg jadi korban nya ??? selamat tuh buat gubernur edan,rasain gubernur pilih semua di naik kin pbb naik sekarang tinggal busway rp x berapa juta padahal anggar dki jakarta banyak masa musti warga jakarta yang jadi korban selamat buat gubernur edan,Negatif,-1
"RATA RATA YANG MENGUSULKAN 5000 ITU SAPA PAK?!!! tolong lah, mesin tap erorr 10rb/14rb melayang udah... duit pak ituuuu",rata rata usul sapa tolong lah mesin tempel erorr rb rb layang udah duit itu,Negatif,-1
5rb?,rb,Negatif,-1
"5000 RB ,, muter-muter JKT EMG ga minum ga mkn .",rb muter muter jkt emg tidak minum tidak mkn,Negatif,-1
5rb okelahh .tp 7rb jangan lahh.,rb okelahh tapi rb jangan lahh,Negatif,-1
"5rb PP di x 2 10rb, nake motor 1 jalan cuma 1liter kurang, dah balik lagi naek motor aja kalo begini lebih cepet sampe, sengaja pindah dari pribadi ke umum karena murah, naek segitu ya balik lagi ke pribadi",rb pulang pergi x rb nake motor jalan cuma liter kurang dah balik naik motor kalau begini lebih cepet sampe sengaja pindah pribadi umum murah naik segitu balik ke pribadi,Negatif,-1
Reinna Vianca ini yg blg gpp naik nanti gk akan menyesal kan? 🙄 10-26 129 Reply,reinna vianca yang blg gpp naik gk sesal reply,Negatif,-1
_RHEINHOLD_ buat nyicil whoosh 60 tahun makanya di naekin 🤣 10-27 0 Reply,rheinhold buat nyicil whoosh tahun makanya naekin,Negatif,-1
ribet bgtttt,ribet,Negatif,-1
Ribka Felicia Gmn yg transit2 dan kena 2x ya😁 10-29 0 Reply,ribka felicia bagaimana transit kena x reply,Negatif,-1
"7000 ribu aja udh udh mahal, apalagi 10 tibu",ribu sudah mahal tibu,Negatif,-1
rie 💕 asal kalau tap dari brt ke non brt atau sebaliknya ga kena double tap lagi. masa sekali perjalanan tp bayarnya 2x. perbaiki sistem mesin tapnya dulu 🙏 10-28 0 Reply,rie asal kalau tempel brt non brt balik tidak kena double tempel masa sekali jalan tapi bayar x baik sistem mesin tap dulu,Negatif,-1
riezhrs naek jd 7rb aja masyarakat jkt menjerit. koq bs ada yg punya ide kercep 120T + bunga 2%/th 🤣 10-30 0 Reply,riezhrs naik rb masyarakat jkt jerit koq ada punya ide kercep bunga th,Negatif,-1
Rihas.s Gimn gak turun penerima kartu gratis banyak ada beberapa golongan. kok jadi yg bayar yg di bebankan. 10-27 0 Reply,rihas s gimn turun terima kartu gratis banyak beberapa golong jadi bayar di beban,Negatif,-1
"rin ☆ミ benerin dulu sistem tap-in tap-out dari brt ke non brt, tiap tap-in masa kepotong trs reset bisa ampe 4× 10-27 5 Reply",rin benerin dulu sistem tempel in tempel out brt non brt tiap tempel in masa potong trs reset ampe,Negatif,-1
meringankan rakyat❎ menyusahkan rakyat✅,ringan rakyat susah rakyat,Negatif,-1
risstiiiiii Gue sering ya tap in tap out kepotong 2x alesannya eror eror dong ga ada solusi 10-28 0 Reply,rissti gue sering tempel in tempel out potong x alesannya eror eror tidak solusi,Negatif,-1
"Rok ama rokok doank yg bisa bebas naik, yg lainnya mah dikomplen",rok ama rokok doank bisa bebas naik lain dikomplen,Negatif,-1
Rp. 7000 memberatkan pak !!!,rp berat,Negatif,-1
Rrtlshop 4.500 harusnya 10-27 0 Reply,rrtlshop harus,Negatif,-1
"rsn.archive Gapapa naik jadi 5rb asalkan penumpang dapet duduk semua, udah capek jalan ke haltenya, antri berdiri masuk ke bus nya berdiri juga, di kira cuma pengguna prioritas aja yang butuh penumpang yang mau kerja atau pulang kerja juga butuh duduk 10-26 26 Reply",rsn archive gapapa naik jadi rb asal tumpang dapet duduk semua udah capek jalan halte antri diri masuk bus diri di kira cuma guna prioritas butuh tumpang yang mau kerja pulang kerja butuh duduk,Negatif,-1
"ruby Jakarta is hella rich. Alokasi anggarannya yang dibenerin. Bukan transportasi umum yang dikorbanin. Cut anggaran business trip yang tunjangannya sekali jalan bisa jutaan, cut anggaran rapat di hotel, cut anggaran pejabat dapet mobil. Masih banyak yang bisa di cut. Kok malah cari solusi yang korbanin rakyat? 10-26 8 Reply",ruby jakarta is hella rich alokasi anggar dibenerin bukan transportasi umum dikorbanin cut anggar business trip tunjang sekali jalan juta cut anggar rapat hotel cut anggar jabat dapet mobil banyak bisa cut malah cari solusi korbanin rakyat,Negatif,-1
rugi?apa sih yang untung dari pemerintah?PLN rugi Pertamina rugi...apapun rugi....itu namanya bukan rugi tapi banyak koruptor nya,rugi apa yang untung perintah pln rugi pertamina rugi apa rugi nama bukan rugi tapi banyak koruptor,Negatif,-1
rugi rugi,rugi rugi,Negatif,-1
"dari rumah ke kantor naik jaklingko & tj. dari rumah ke terminal naik jaklingko, trus lanjut naik tj bayar 3500 (cuma lewatin 2 halte) trus lanjut jalan 12 menit. sedangkan dari terminal ke kantor naik angkot 5000 tapi turun di sebrang kantor. demi 3500 bela belain deh jalan lagi buat pengiritan. klo emang diubah jadi 5000 ampe 7000, mending balik lagi kek dulu naik angkot dah. lebih cepet ga pake lama jalan kakinya wkwk..",rumah kantor naik mikrotrans transjakarta rumah terminal naik mikrotrans trus lanjut naik transjakarta bayar cuma lewatin halte trus lanjut jalan menit dari terminal kantor naik mikrotrans tapi turun sebrang kantor bela bain jalan buat irit kalau memang ubah jadi ampe mending balik seperti dulu naik mikrotrans dah lebih cepet tidak pake lama jalan kaki,Negatif,-1
3500 rupiah aja saya maunya saya gak setuju tarif Transjakarta naik jadi Rp 5000 gak mau mahal lagi bayar tarif Transjakarta saya maunya yang murah aja baru bisa.🥺,rupiah mau tuju tarif transjakarta naik jadi rp gak mau mahal bayar tarif transjakarta saya mau murah baru,Negatif,-1
untuk rute S21 dan S22 jangan sampe bayar berkali2. kembali Khan seperti dulu hanya sekali bayar dan bisa transit tanpa bayar lagi.Kalo yg sekarang S21 dan S22 kalo mau transit maka harus bayar lagi .Kalo sampe naek ini sangat memberat kan .Kembalikan seperti dulu S21 dan S22,rute s s jangan sampe bayar kali khan dulu sekali bayar bisa transit bayar kalau sekarang s s kalau mau transit harus bayar kalau sampe naik sangat berat kembali dulu s s,Negatif,-1
"ruwaidah ayda yg dri bekasi jdi shari 20 ribu pp kali sebulan dah brapa tuh😭,krn turun dicawang trus naik lgi tep lagi😭😭 10-27 0 Reply",ruwaidah ayda dri bekas jdi shari ribu pulang pergi kali bulan dah brapa karena turun dicawang trus naik lgi tep reply,Negatif,-1
saatnya berahli ke ojol tinggal duduk manis depan rumah dah datang,saat ahli ojol tinggal duduk manis depan rumah dah datang,Negatif,-1
saatnya balik k kendaraan pribadi,saat balik k kendara pribadi,Negatif,-1
saatnya balik ke kendaraan pribadi 😁😁,saat balik kendara pribadi,Negatif,-1
saatnya beli motor,saat beli motor,Negatif,-1
untuk saat ini dan terakhir kalinya saya menggunakan transportasi umum,saat dan akhir kali guna transportasi umum,Negatif,-1
saatnya naik motor kembali,saat naik motor,Negatif,-1
gw aja blm prnh naek tj. ini ud naek aj tarif nya🗿,belum prnh naik transjakarta ud naik saja tarif,Negatif,-1
bilang aja buat bayar supir jaklingko,saja buat bayar supir mikrotrans,Negatif,-1
ADA AJA GEBARAKANNYA PEMERINTAH 😩,saja gebarakannya perintah,Negatif,-1
boleh aja naek asal gaji juga naek,saja naik asal gaji naik,Negatif,-1
sakit hati di turunin anggarannya ya...protesnya koq ke rakyat kecil....🤣🤣🤣,sakit hati turunin anggar protes koq rakyat kecil,Negatif,-1
salah pilih,salah pilih,Negatif,-1
salah pilih gubernur sih jadi kacau dah🙄🙄,salah pilih gubernur jadi kacau dah,Negatif,-1
salma 😭😭😭😭 sedih 10-28 0 Reply,salma sedih,Negatif,-1
salma umr di naikin lagilah. nambah sejuta gt. jgn cuma seratus 2ratusss. skrg apa apaa tu mahalll 😖 10-27 0 Reply,salma umr naikin lagi nambah juta gt cuma ratus ratus skrg apa apaa tu mahal,Negatif,-1
"Sangat mudah menaikkan tarif,tp barengin donk dgn perbaikan pelayanan service ke penumpang busway ( masyarakat), jangan sampe penumpang antri lama nunggu, tambahkan armadanya,fasilitasnya jga dperbaiki.",sangat mudah naik tarif tapi barengin donk baik layan service tumpang busway masyarakat jangan sampe tumpang antri lama nunggu tambah armada fasilitas jga dperbaiki,Negatif,-1
"Saran pa @pramonoanungw yg di naikan tu yg rute jauh² kalo sekedar 3-6 halte yg kategorinya3-5km jgn naik soalnya kan dket masa Goceng ntr PP ceban, mending beli bensin bisa pp 4x kalo sekedar 3-7 KMah, tu yg rute Bekasi-Dukuh atas, Blok M-PIK masuk akal",saran pa di naik tu rute jauh kalau dar halte kategori km naik soal dket masa lima ribu ntr pulang pergi puluh ribu mending beli bensin pulang pergi x kalau dar kmah tu rute bekas dukuh atas blok m pik masuk akal,Negatif,-1
"Saran aja sih pak, dibikin kaya KRL aja tarifnya kaya naik jadi 4.000, 5.000 dan seterusnya tergantung jaraknya. Apalagi yang dari luar Jakarta itu lebih masuk akal buat naik, kalo masih di Jakarta mah jangan dulu pak",saran sih bikin kaya krl tarif kaya naik jadi terus gantung jarak yang luar jakarta lebih masuk akal buat naik kalau di jakarta jangan dulu,Negatif,-1
"sarangbeow_ Pas kuliah dulu krn lokasi kuliah di luar jkt. Aku dengan bangga kalo transum jkt tuh murce bgt kyk krl yg dari senen ke xderes ga sampek 10K, tj yg dibawah 5k. Bhkan pernah kek punya bayang2 nnti pas kerja mau naik transum krn murah dan gampang jangkauanya. Pas tau skrng taraf transum naik jadi agak sedih padahal kerjaan belom dapet wkwk 10-29 0 Reply",sarangbeow pas kuliah dulu lokasi kuliah luar jkt dengan bangga kalau transportasi umum jkt murce kyk krl dari senen xderes tidak sampek k transjakarta bawah k bhkan pernah punya bayang nnti pas kerja mau naik transportasi umum murah gampang jangkauanya pas skrng taraf transportasi umum naik jadi sedih padahal kerja bom dapet,Negatif,-1
"sarosaa ya ampun tolong banget ini mah, naik krl nyambung tj biar penyesuaian sama transport harian malah jadi nombok 😭 10-27 0 Reply",sarosaa ampun banget mah naik krl nyambung transjakarta sesuai sama transport hari malah jadi nombok,Negatif,-1
saski mahal…. 10-27 0 Reply,saski mahal,Negatif,-1
satwtsn88 padahal anggran besar. ini cuma buat ngegaji anggota dprd jakarta. 10-26 2 Reply,satwtsn padahal anggran besar cuma buat ngegaji anggota dprd jakarta,Negatif,-1
say loco buat yang transit bawah jadi 2x tapin agak agaknya boncos 10-28 0 Reply,say loco buat transit bawah jadi x tapin agak boncos,Negatif,-1
sudah saya duga🤔,saya duga,Negatif,-1
"kak, aku naik angkot 1 kali balikan 7rb x 2 (PP) jdi 14rb/hari itu baru 1 angkot sedangkan aku naik 2 angkot, angkot yg 1 lagi bayar 3rb x 2 (PP) jdi 6rb Jadi perhari 20rb cuma buat ongkos, kerja full senin-sabtu Gaji gak sampe 2 jt 1 bulan pengeluaran buat ongkos aja 20 x 26 hari = ±520.000 😭",saya naik mikrotrans kali balik rb x pulang pergi jdi rb hari baru mikrotrans saya naik mikrotrans mikrotrans lagi bayar rb x pulang pergi jdi rb jadi hari rb cuma buat ongkos kerja full senin sabtu gaji sampe jt bulan keluar buat ongkos x hari,Negatif,-1
pak saya mahasiswa yg tiap hari naik tj berat pak😔,saya mahasiswa tiap hari naik transjakarta berat,Negatif,-1
Pak 5000 saya terima deh jangan 7000,saya terima jangan,Negatif,-1
sayang banget padahal berharap turun jadi 2 ribu,sayang padahal harap turun jadi ribu,Negatif,-1
sbayu boong banget ga nutup 10-27 0 Reply,sbayu boong tidak nutup,Negatif,-1
"sbg orang luar pulau jawa kaget juga, muter2 transjkt cuma 3500, nyampe kalideres naik angkot bisa 10rb",sbg orang luar pulau jawa kaget muter transjkt cuma nyampe kalideres naik mikrotrans rb,Negatif,-1
"se7,sadar dirilah,udah numpang mau gratis dan murah,😂",se sadar diri udah numpang mau gratis murah,Negatif,-1
"sebenenrnya gratisin asn agak ga ikhlas 😹 karna mereka kebanyakan naik kendaraan sendiri, dan yg naik tj atau angkutan umum cuma hari rabu aja (itupun cuma mumpang absen di kendaraan umum abis itu turun lagi 🤣)",sebenenrnya gratisin asn tidak ikhlas mereka banyak naik kendara sendiri yang naik transjakarta angkut umum cuma hari rabu itu cuma mumpang absen kendara umum abis turun,Negatif,-1
"Sebenernya tarif 3.5k buat operasional, maintenence, dll itu udh lebih dr cukup. Yakali kalo alasan nya ga bisa menutupi semua keperluan tsb selama ini, tj udh collapse dr dlu perusahaan nya, ini masih berdiri kokoh bahkan ketika di serang pandemi. Dan lagi pengguna tj ga cuma secuil, banyakk buangets. Ga semua yg naik juga dr ujung ke ujung, bnyak yg make cuma bbrp halte. Drpd naikin tarif, mendingan hilangin aja tuh HUT HUT event yg tarif di hari tertentu, jadi 80 rupiah, 50 rupiah, dll (walaupun cuma sehari atau dua hari, bayangin seberapa boncos nya! Mana semua org pd kluar, bkin yg kerja shift juga keganggu and mostly di hari2 gini tuh yg ngejar tarif 80 rupiah/tarif murah lainnya tsb, cenderung pd ga tertib & kurang adab. sorry to say but this is the truth). Hilangin juga tarif dr jam 5 smpe jam 7 yg jadi 2k dibikin flat 3.5k aja, lebih baik drpd naikin tarif jadi 5-7 ribuan. Masih bnyak org2 yg gaji nya di bawah umr, para job seekers ngejar2 interview,dll. Tolong lah kaji yg mendalam kalo bkin kebijakan. Disaat negera lain moda transportasi gratis nya sangat2 nyaman, proper dan tetap memberikan great service. Kita transportasi gratis nya cuma jaklingko/bsd link (sy gatau kalo ada yg lain) dan tidak merata di seluruh daerah dan pelayanan yg sebagian besar buruk tpi tidak semua. Dan ironis nya negera2 tsb tidak sekaya negara kita, tetapi rakyat nya merasakan manfaat yg luar biasa dan merata. Lah negara kita? 🤷",sebenernya tarif k buat operasional maintenence itu lebih dr cukup yakali kalau alas tidak tutup semua perlu tsb lama transjakarta collapse dr dulu usaha ini diri kokoh bahkan serang pandemi lagi guna transjakarta tidak cuma cuil banyakk buangets tidak semua naik dr ujung ujung bnyak make cuma bbrp halte drpd naikin tarif mending hilangin hut hut event tarif hari tentu jadi rupiah rupiah walaupun cuma hari dua hari bayangin berapa boncos mana semua org pd kluar bkin kerja shift ganggu and mostly hari gin tuh ngejar tarif rupiah tarif murah lain tsb cenderung pd tidak tertib kurang adab sorry to say but this is the truth hilangin tarif dr jam jam jadi k bikin flat k lebih baik drpd naikin tarif jadi ribu bnyak org gaji di bawah umr job seekers ngejar interview tolong lah kaji dalam kalau bkin bijak saat negera moda transportasi gratis sangat nyaman proper tetap beri great service transportasi gratis cuma mikrotrans bsd link gatau kalau tidak rata di seluruh daerah layan yang bagi besar buruk tapi tidak semua ironis negera tsb tidak kaya negara tetapi rakyat rasa manfaat yang luar biasa dan rata lah negara,Negatif,-1
